OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
5096;GC6120;LINEA UNIVERSO;354;366;05/03/2026;No;0;366;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;366;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 32.900 ; $ 14.197 ; $ 12.550 ; $ 5.015.261 
5097;GC6120;LINEA UNIVERSO;360;396;04/03/2026;No;0;396;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;396;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 32.900 ; $ 14.197 ; $ 12.550 ; $ 5.426.348 
5098;GC6120;LINEA UNIVERSO;366;390;05/03/2026;No;0;390;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;390;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 32.900 ; $ 14.197 ; $ 12.550 ; $ 5.344.131 
5101;GB0038;LINEA UNIVERSO;924;924;06/03/2026;No;0;924;POWERTEX S.A.S;12-mar-26;27-mar-26;CONFECCION;0;924;BLUSAS PROMOCION;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.477 ; $ 11.933 ; $ 12.024.751 
5102;GB0038;LINEA UNIVERSO;900;672;06/03/2026;No;0;672;OLIVEROS FIGUEREDO OSMAR IBAN;30-mar-26;10-abr-26;CONFECCION;0;672;BLUSAS PROMOCION;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.477 ; $ 11.933 ; $ 8.745.274 
5103;GB0038;LINEA UNIVERSO;924;816;07/03/2026;No;0;816;POWERTEX S.A.S;12-mar-26;27-mar-26;CONFECCION;0;816;BLUSAS PROMOCION;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.477 ; $ 11.933 ; $ 10.619.261 
5106;BOX274;MODA UNIVERSO 2025;1.292;1.462;28/02/2026;No;0;1462;BOTERO CORREA RUBEN DARIO;05-mar-26;31-mar-26;CONFECCION;0;1.462;ROPA_INTERIOR;INTIMA;HOMBRE;PUNTO; $ 26.990 ; $ 12.315 ; $ 10.886 ; $ 17.377.771 
5107;BOX274;MODA UNIVERSO 2025;1.258;1.615;28/02/2026;No;0;1615;BOTERO CORREA RUBEN DARIO;02-mar-26;27-mar-26;CONFECCION;0;1.615;ROPA_INTERIOR;INTIMA;HOMBRE;PUNTO; $ 26.990 ; $ 12.315 ; $ 10.886 ; $ 19.196.375 
5108;BOX274;MODA UNIVERSO 2025;1.292;1.751;28/02/2026;No;0;1751;BOTERO CORREA RUBEN DARIO;02-mar-26;30-mar-26;CONFECCION;0;1.751;ROPA_INTERIOR;INTIMA;HOMBRE;PUNTO; $ 26.990 ; $ 12.315 ; $ 10.886 ; $ 20.812.911 
5113;BOX338;MODA UNIVERSO 2025;480;540;04/03/2026;No;0;540;CORRALES DONCEL MARIA ISABEL;10-mar-26;31-mar-26;CONFECCION;0;540;BOXER PROMOCION;INTIMA;NIÑO;PUNTO; $ 21.990 ; $ 8.926 ; $ 7.890 ; $ 4.652.208 
5115;BOX338;MODA UNIVERSO 2025;480;495;02/03/2026;No;0;495;BOTERO CORREA RUBEN DARIO;05-mar-26;17-mar-26;CONFECCION;0;495;BOXER PROMOCION;INTIMA;NIÑO;PUNTO; $ 21.990 ; $ 8.926 ; $ 7.890 ; $ 4.264.524 
5122;805510;LINEA UNIVERSO;240;222;13/03/2026;No;0;222;MARIN YURI SELENE;30-mar-26;10-abr-26;CONFECCION;0;222;BLUSAS;BASICO;DAMA;PUNTO; $ 29.900 ; $ 12.685 ; $ 11.214 ; $ 2.718.101 
5133;D21366;LINEA UNIVERSO;384;384;10/03/2026;No;0;1;ANGULO HURTADO YESENIA;12-mar-26;19-mar-26;CONFECCION;384;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 37.990 ; $ 22.290 ; $ 19.704 ; $ -   
5134;D21366;LINEA UNIVERSO;512;488;13/03/2026;No;0;488;FLOY  ELIZABETH;25-mar-26;21-abr-26;CONFECCION;0;488;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 37.990 ; $ 22.290 ; $ 19.704 ; $ 10.498.930 
5135;D11266;LINEA UNIVERSO;760;816;06/03/2026;No;0;816;BOTINA GUERRERO VIVIANA JIMENA;01-abr-26;17-abr-26;TRANSFER;0;816;BLUSAS;DEPORTIVO;DAMA;PUNTO; $ 37.990 ; $ 21.636 ; $ 19.127 ; $ 17.040.773 
5136;D11266;LINEA UNIVERSO;784;456;05/03/2026;No;0;1;GUZMAN MORALES LINA MARCELA;09-mar-26;27-mar-26;CONFECCION;456;0;BLUSAS;DEPORTIVO;DAMA;PUNTO; $ 37.990 ; $ 21.636 ; $ 19.127 ; $ -   
5139;MP3336;MODA UNIVERSO 2025;426;415;07/03/2026;No;0;415;BOLAÑOS DIAZ ANDREA ELIZABETH;12-mar-26;31-mar-26;CONFECCION;0;415;PANTALONES;MODAFRESCA;DAMA;PUNTO; $ 34.990 ; $ 15.514 ; $ 13.714 ; $ 6.214.210 
5141;FS1334;MODA UNIVERSO 2026 1;304;296;06/03/2026;No;0;296;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;296;FALDAS;ESPECIALES;DAMA;NA; $ 79.990 ; $ 38.189 ; $ 33.813 ; $ 10.915.355 
5149;GB0067;MODA UNIVERSO 2025;492;540;04/03/2026;No;0;540;CESPEDES PITA LUZ FAYZULLY;26-mar-26;10-abr-26;CONFECCION;0;540;BLUSAS;BOGOTA;DAMA;PUNTO; $ 23.990 ; $ 11.600 ; $ 10.254 ; $ 6.045.948 
5159;MB7534;MODA UNIVERSO 2026 1;228;210;09/03/2026;No;0;210;BETANCOURT GOMEZ MARISABEL;18-mar-26;24-abr-26;CONFECCION;0;210;BLUSAS;MODAFRESCA;DAMA;NA; $ 59.990 ; $ 23.156 ; $ 20.470 ; $ 4.693.542 
5160;MB7524;MODA UNIVERSO 2026 1;200;192;02/03/2026;No;0;192;CERON VELASCO ANGELICA ALEXANDRA;25-mar-26;10-abr-26;BOTON;0;192;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 16.199 ; $ 14.319 ; $ 3.001.920 
5161;MB7688;MODA UNIVERSO 2026 1;330;324;03/03/2026;No;0;324;HERNANDEZ PORTELA DANIEL ALEJANDRO;05-mar-26;10-abr-26;CONFECCION;0;324;BLUSAS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 21.155 ; $ 18.701 ; $ 6.615.691 
5163;MB7684;MODA UNIVERSO 2026 1;220;188;10/03/2026;No;0;188;CASTILLO CASTILLO OMAIRA TATIANA;17-mar-26;09-abr-26;CONFECCION;0;188;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 17.720 ; $ 15.664 ; $ 3.215.402 
5167;809887;LINEA UNIVERSO;350;301;10/03/2026;No;0;301;NIETO HOYOS YANIT;24-mar-26;13-abr-26;CONFECCION;0;301;BLUSAS;BASICO;DAMA;PLANO; $ 36.900 ; $ 13.869 ; $ 12.260 ; $ 4.029.276 
5171;GC6026;LINEA UNIVERSO;649;649;06/03/2026;No;0;649;CORREDOR CAÑON MANUEL ANTONIO;12-mar-26;27-mar-26;CONFECCION;0;649;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 39.990 ; $ 17.284 ; $ 15.304 ; $ 10.831.810 
5172;805191;MODA UNIVERSO 2025;210;264;09/03/2026;No;0;264;CRIOLLO ESCOBAR AMPARO;16-mar-26;10-abr-26;CONFECCION;0;264;BLUSAS;BASICO;DAMA;PUNTO; $ 39.900 ; $ 16.974 ; $ 15.005 ; $ 4.325.191 
5174;GC6026;LINEA UNIVERSO;682;803;09/03/2026;No;0;803;CORREDOR CAÑON MANUEL ANTONIO;12-mar-26;27-mar-26;CONFECCION;0;803;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 39.990 ; $ 17.284 ; $ 15.304 ; $ 13.402.070 
5175;FS1335;MODA UNIVERSO 2026 1;320;320;07/03/2026;No;0;320;G & H DENIM TEX S.A.S;08-abr-26;24-abr-26;LAVANDERIA;0;320;FALDA SHORT;ESPECIALES;DAMA;NA; $ 79.990 ; $ 35.041 ; $ 31.026 ; $ 10.827.680 
5176;P31059;MODA UNIVERSO 2026 1;468;468;12/03/2026;No;0;468;G & H DENIM TEX S.A.S;08-abr-26;30-abr-26;LAVANDERIA;0;468;JEANS;ESPECIALES;HOMBRE;NA; $ 69.990 ; $ 35.880 ; $ 31.768 ; $ 16.214.515 
5177;MB0950;LINEA UNIVERSO;615;510;06/03/2026;No;0;0;;;;;510;0;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ -   
5178;MB0950;LINEA UNIVERSO;510;540;07/03/2026;No;0;540;VERA CARDONA LUZ ENEIDA;25-mar-26;24-abr-26;CONFECCION;0;540;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 6.698.160 
5179;MB0950;LINEA UNIVERSO;615;510;06/03/2026;No;0;510;VERA CARDONA LUZ ENEIDA;01-abr-26;23-abr-26;CONFECCION;0;510;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 6.326.040 
5180;MB0950;LINEA UNIVERSO;630;630;06/03/2026;No;0;630;VERA CARDONA LUZ ENEIDA;01-abr-26;23-abr-26;CONFECCION;0;630;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 12.851 ; $ 11.361 ; $ 7.814.520 
5181;150212;LINEA UNIVERSO;420;417;05/03/2026;No;0;417;ROJAS GARCES ALEJANDRA;31-mar-26;23-abr-26;CONFECCION;0;417;BODYS;BASICO;DAMA;PUNTO; $ 39.900 ; $ 18.010 ; $ 15.921 ; $ 7.248.836 
5182;150212;LINEA UNIVERSO;420;406;05/03/2026;No;0;406;OLARTE RAMIREZ YOLANDA;31-mar-26;23-abr-26;CONFECCION;0;406;BODYS;BASICO;DAMA;PUNTO; $ 39.900 ; $ 18.010 ; $ 15.921 ; $ 7.057.620 
5184;MV2896;MODA UNIVERSO 2026 1;356;368;10/03/2026;No;0;368;BOLAÑOS OJEDA MARILUZ;16-mar-26;10-abr-26;CONFECCION;0;368;VESTIDOS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 20.175 ; $ 17.835 ; $ 7.166.064 
5185;140898;MODA UNIVERSO 2026 1;280;316;15/03/2026;No;0;316;ALVEAR CASTRO ADRIANA ALEXANDRA;30-mar-26;24-abr-26;CONFECCION;0;316;ENTERIZO;BASICO;DAMA;NA; $ 62.990 ; $ 24.876 ; $ 21.990 ; $ 7.587.223 
5187;MB0388;MODA UNIVERSO 2026 1;578;765;10/03/2026;No;0;765;VERA CARDONA LUZ ENEIDA;25-mar-26;20-abr-26;CONFECCION;0;765;BLUSAS PROMOCION;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 12.711 ; $ 11.237 ; $ 9.385.632 
5188;MB0388;MODA UNIVERSO 2026 1;799;901;11/03/2026;No;0;901;NARANJO JARAMILLO LUZ ADRIANA;24-mar-26;14-abr-26;CONFECCION;0;901;BLUSAS PROMOCION;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 12.711 ; $ 11.237 ; $ 11.054.189 
5189;MB0388;MODA UNIVERSO 2026 1;799;884;07/03/2026;No;0;884;VERA CARDONA LUZ ENEIDA;31-mar-26;17-abr-26;CONFECCION;0;884;BLUSAS PROMOCION;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 12.711 ; $ 11.237 ; $ 10.845.619 
5190;GC6119;LINEA UNIVERSO;360;407;05/03/2026;No;0;407;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;407;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 34.900 ; $ 13.539 ; $ 11.968 ; $ 5.318.554 
5192;GC6119;LINEA UNIVERSO;372;384;05/03/2026;No;0;384;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;384;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 34.900 ; $ 13.539 ; $ 11.968 ; $ 5.017.997 
5193;GC6119;LINEA UNIVERSO;378;378;05/03/2026;No;0;378;PUENTES LEON MANUEL FELIPE;12-mar-26;27-mar-26;TRANSFER;0;378;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 34.900 ; $ 13.539 ; $ 11.968 ; $ 4.939.591 
5198;805514;MODA UNIVERSO 2025;792;864;07/03/2026;No;0;864;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;27-mar-26;ESTAMPADO;0;864;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 8.988.192 
5199;805514;MODA UNIVERSO 2025;792;888;09/03/2026;No;0;888;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;888;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 9.237.864 
5200;805514;MODA UNIVERSO 2025;804;876;07/03/2026;No;0;876;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;876;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 9.113.028 
5201;805514;MODA UNIVERSO 2025;792;864;09/03/2026;No;0;864;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;864;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 8.988.192 
5202;805514;MODA UNIVERSO 2025;840;828;09/03/2026;No;0;828;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;828;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 8.613.684 
5203;805514;MODA UNIVERSO 2025;792;852;09/03/2026;No;0;852;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;852;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 8.863.356 
5204;805514;MODA UNIVERSO 2025;816;864;09/03/2026;No;0;864;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;864;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 8.988.192 
5205;805514;MODA UNIVERSO 2025;792;876;10/03/2026;No;0;876;WOKER INDUSTRY DENIM DIVISION SAS;12-mar-26;31-mar-26;ESTAMPADO;0;876;BLUSAS;INTIMA;DAMA;PUNTO; $ 24.900 ; $ 10.778 ; $ 9.528 ; $ 9.113.028 
5207;806546;MODA UNIVERSO 2026 1;312;294;10/03/2026;No;0;294;CARREÑO CAMPO ANABEIBA;12-mar-26;26-mar-26;CONFECCION;0;294;BLUSAS;BASICO;DAMA;NA; $ 29.990 ; $ 12.811 ; $ 11.325 ; $ 3.635.369 
5210;MB7713;MODA UNIVERSO 2026 1;195;220;07/03/2026;No;0;220;BALTAN CASTILLO ANGELA TARCILA;10-abr-26;22-abr-26;CONFECCION;0;220;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 18.455 ; $ 16.314 ; $ 3.918.794 
5211;150263;MODA UNIVERSO 2026 1;200;200;11/03/2026;No;0;0;;;;;0;200;BODYS;BASICO;DAMA;NA; $ 45.990 ; $ 18.609 ; $ 16.450 ; $ 3.592.260 
5212;MB7710;MODA UNIVERSO 2026 1;196;112;11/03/2026;No;0;112;NIETO GOMEZ LEIDY MARCELA;10-abr-26;17-abr-26;CONFECCION;0;112;BLUSAS;MODAFRESCA;DAMA;NA; $ 53.990 ; $ 23.807 ; $ 21.045 ; $ 2.573.581 
5214;MB7059;MODA UNIVERSO 2025;420;411;09/03/2026;No;0;411;MARTINEZ CARDOSO MARIA FERNANDA;24-mar-26;13-abr-26;CONFECCION;0;411;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 32.990 ; $ 13.235 ; $ 11.700 ; $ 5.250.320 
5215;MB7677;MODA UNIVERSO 2026 1;304;120;09/03/2026;No;0;120;HIDROBO BARBA MARIA CRISTINA;11-mar-26;20-mar-26;CONFECCION;0;120;BLUSAS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 20.007 ; $ 17.686 ; $ 2.317.284 
5216;806570;MODA UNIVERSO 2026 1;195;185;10/03/2026;No;0;185;HENAO HURTADO MARIA TERESA DE JESUS;30-mar-26;28-abr-26;CONFECCION;0;185;BLUSAS;BASICO;DAMA;NA; $ 36.990 ; $ 14.504 ; $ 12.822 ; $ 2.589.889 
5217;MC8429;MODA UNIVERSO 2026 1;300;265;10/03/2026;No;0;0;;;;;0;265;CONJUNTOS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 21.181 ; $ 18.724 ; $ 5.417.634 
5219;MB7518;MODA UNIVERSO 2026 1;300;315;17/03/2026;No;0;315;LOZANO CUERO CLAUDIA PATRICIA;24-mar-26;20-abr-26;CONFECCION;0;315;BERMUDAS;MODAFRESCA;DAMA;NA; $ 29.990 ; $ 11.784 ; $ 10.417 ; $ 3.582.779 
5220;MB7522;MODA UNIVERSO 2026 1;300;315;17/03/2026;No;0;315;CAICEDO BALANTA MARIA LAIXA;30-mar-26;23-abr-26;CONFECCION;0;315;BLUSAS;MODAFRESCA;DAMA;NA; $ 36.990 ; $ 16.001 ; $ 14.145 ; $ 4.864.923 
5221;806529;MODA UNIVERSO 2026 1;195;210;13/03/2026;No;0;210;YELA ORTEGA MARIA VICTORIA;18-mar-26;15-abr-26;CONFECCION;0;210;BLUSAS;BASICO;DAMA;NA; $ 52.990 ; $ 21.547 ; $ 19.047 ; $ 4.367.370 
5222;806554;MODA UNIVERSO 2026 1;195;255;10/03/2026;No;0;255;MOSQUERA JIMENEZ ANGELICA MARIA;24-mar-26;21-abr-26;CONFECCION;0;255;BLUSAS;BASICO;DAMA;NA; $ 49.990 ; $ 21.957 ; $ 19.410 ; $ 5.404.190 
5224;MB7661;MODA UNIVERSO 2026 1;204;192;12/03/2026;No;0;192;OCAMPO ADRIANA MARIA;17-mar-26;16-abr-26;CONFECCION;0;192;BLUSAS;MODAFRESCA;DAMA;NA; $ 45.990 ; $ 18.381 ; $ 16.249 ; $ 3.406.349 
5225;MB7650;MODA UNIVERSO 2026 1;300;380;17/03/2026;No;0;380;RODRIGUEZ CARVAJAL ARACELY;13-abr-26;24-abr-26;BOTON;0;380;BLUSAS;MODAFRESCA;DAMA;NA; $ 29.990 ; $ 12.941 ; $ 11.440 ; $ 4.746.466 
5227;MB7697;MODA UNIVERSO 2026 1;300;536;19/03/2026;No;0;536;SANCHEZ MORENO BLANCA LORENA;30-mar-26;24-abr-26;CONFECCION;0;536;BLUSAS;MODAFRESCA;DAMA;NA; $ 26.990 ; $ 10.369 ; $ 9.166 ; $ 5.364.342 
5228;MB7544;MODA UNIVERSO 2026 1;300;536;19/03/2026;No;0;536;ENRIQUES ORDONEZ SULEIMA;26-mar-26;17-abr-26;CONFECCION;0;536;BLUSAS;MODAFRESCA;DAMA;NA; $ 29.990 ; $ 12.096 ; $ 10.693 ; $ 6.257.854 
5230;600877;LINEA UNIVERSO;342;314;13/03/2026;No;0;314;GONZALEZ SANCHEZ ALEXANDRA;17-mar-26;10-abr-26;CONFECCION;0;314;SHORT;BASICO;DAMA;PLANO; $ 32.990 ; $ 14.661 ; $ 12.960 ; $ 4.443.320 
5233;GC6084;LINEA UNIVERSO;456;480;11/03/2026;No;0;480;MACHADO DIAZ ALBANIS PAOLA;26-mar-26;24-abr-26;CONFECCION;0;480;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 36.990 ; $ 13.867 ; $ 12.258 ; $ 6.424.464 
5234;GC6084;LINEA UNIVERSO;444;444;11/03/2026;No;0;444;MACHADO DIAZ ALBANIS PAOLA;26-mar-26;24-abr-26;CONFECCION;0;444;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 36.990 ; $ 13.867 ; $ 12.258 ; $ 5.942.629 
5235;GC6084;LINEA UNIVERSO;552;564;16/03/2026;No;0;564;MACHADO DIAZ ALBANIS PAOLA;26-mar-26;24-abr-26;CONFECCION;0;564;CAMISILLA;BOGOTA;HOMBRE;PUNTO; $ 36.990 ; $ 13.867 ; $ 12.258 ; $ 7.548.745 
5236;DD0006;LINEA UNIVERSO;522;603;12/03/2026;No;0;603;HERNANDEZ RAMIREZ NATIA GINARY;30-mar-26;30-mar-26;TRANSFER;0;603;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 10.369.912 
5238;DD0006;LINEA UNIVERSO;531;702;17/03/2026;No;0;702;HERNANDEZ RAMIREZ NATIA GINARY;10-abr-26;10-abr-26;TRANSFER;0;702;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 12.072.434 
5239;DD0006;LINEA UNIVERSO;468;351;15/03/2026;No;0;351;RAMIREZ PINEDA MARIA YULY;20-mar-26;30-abr-26;CONFECCION;0;351;PANTALONETA PROMOCIO;DEPORTIVO;HOMBRE;PUNTO; $ 43.990 ; $ 17.817 ; $ 15.751 ; $ 6.036.217 
5246;23652U;MODA UNIVERSO 2026 1;325;367;15/03/2026;No;0;367;RAMIREZ CAICEDO GINA LISETH;30-mar-26;28-abr-26;CONFECCION;0;367;CAMISAS;URBANO;HOMBRE;NA; $ 49.990 ; $ 25.514 ; $ 22.554 ; $ 9.037.742 
5247;MP3644;MODA UNIVERSO 2026 1;510;512;15/03/2026;No;0;512;MANCHABAJOY MARIA CARMEN;24-mar-26;27-abr-26;CONFECCION;0;512;PANTALONES;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 16.541 ; $ 14.622 ; $ 8.174.234 
5248;U24551;MODA UNIVERSO 2026 1;216;197;19/03/2026;No;0;197;VEGA VEGA CUSTODIA;31-mar-26;15-abr-26;CONFECCION;0;197;BUSOS;URBANO;HOMBRE;NA; $ 42.990 ; $ 18.281 ; $ 16.160 ; $ 3.476.006 
5249;U24550;MODA UNIVERSO 2026 1;315;389;19/03/2026;No;0;389;ZAMBRANO ROSERO EIDALIA YASMIN;10-abr-26;30-abr-26;CONFECCION;0;389;BERMUDAS;URBANO;HOMBRE;NA; $ 44.990 ; $ 18.950 ; $ 16.752 ; $ 7.115.043 
5250;U24545;MODA UNIVERSO 2026 1;816;405;20/03/2026;No;0;405;ZULUAGA PULGARIN ISABEL CRISTINA;26-mar-26;17-abr-26;CONFECCION;0;405;JOGGERS;URBANO;DAMA;NA; $ 49.990 ; $ 21.212 ; $ 18.752 ; $ 8.291.970 
5251;U24544;MODA UNIVERSO 2026 1;408;473;19/03/2026;No;0;473;ENRIQUES ORDONEZ SULEIMA;26-mar-26;20-abr-26;CONFECCION;0;473;BUSOS;URBANO;DAMA;NA; $ 46.990 ; $ 18.910 ; $ 16.716 ; $ 8.633.101 
5252;MP3646;MODA UNIVERSO 2026 1;224;216;25/03/2026;No;0;216;POSSO OROZCO YOMARA;14-abr-26;08-may-26;CONFECCION;0;216;SUDADERA;MODAFRESCA;DAMA;NA; $ 54.990 ; $ 24.264 ; $ 21.450 ; $ 5.058.677 
5253;UN0959;MODA UNIVERSO 2025;576;900;19/03/2026;No;0;0;;;;;0;900;SUDADERA;URBANO;NIÑO;NA; $ 42.900 ; $ 18.683 ; $ 16.516 ; $ 16.229.610 
5256;805228;LINEA UNIVERSO;432;444;13/03/2026;No;0;444;CATUCHE ACOSTA ANGELA YOHANA;19-mar-26;17-abr-26;CONFECCION;0;444;BLUSAS;BASICO;DAMA;PLANO; $ 39.900 ; $ 15.996 ; $ 14.140 ; $ 6.855.005 
5258;601118;MODA UNIVERSO 2026 1;315;375;19/03/2026;No;0;0;;;;;0;375;SHORT;BASICO;DAMA;NA; $ 34.990 ; $ 14.431 ; $ 12.757 ; $ 5.223.300 
5259;806528;MODA UNIVERSO 2026 1;315;375;19/03/2026;No;0;375;GONZALEZ HERNANDEZ AMPARO;27-mar-26;23-abr-26;CONFECCION;0;375;BLUSAS;BASICO;DAMA;NA; $ 26.990 ; $ 10.303 ; $ 9.108 ; $ 3.729.188 
5260;806547;MODA UNIVERSO 2026 1;210;235;16/03/2026;No;0;235;GALLEGO CAVIDIES RAUL;27-mar-26;23-abr-26;CONFECCION;0;235;BLUSAS;BASICO;DAMA;NA; $ 49.990 ; $ 19.969 ; $ 17.653 ; $ 4.529.437 
5261;806553;MODA UNIVERSO 2026 1;200;235;16/03/2026;No;0;235;AMU MONEDERO ANGELA DANIELA;24-mar-26;22-abr-26;CONFECCION;0;235;BLUSAS;BASICO;DAMA;NA; $ 52.990 ; $ 23.031 ; $ 20.360 ; $ 5.223.980 
5262;MB7694;MODA UNIVERSO 2026 1;300;315;16/03/2026;No;0;315;CEBALLOS DIAZ EDER KALETH;20-mar-26;16-abr-26;CONFECCION;0;315;BLUSAS;MODAFRESCA;DAMA;NA; $ 29.990 ; $ 11.868 ; $ 10.491 ; $ 3.608.294 
5263;MB7543;MODA UNIVERSO 2026 1;300;315;16/03/2026;No;0;315;POTOSI PIAUN TERESA ERNESTINA;18-mar-26;16-abr-26;CONFECCION;0;315;BLUSAS;MODAFRESCA;DAMA;NA; $ 32.990 ; $ 12.979 ; $ 11.473 ; $ 3.946.068 
5266;MB6801;MODA UNIVERSO 2026 1;200;200;16/03/2026;No;0;200;PECHENE CORREA GLORIA PATRICIA;30-mar-26;23-abr-26;CONFECCION;0;200;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 39.990 ; $ 16.876 ; $ 14.919 ; $ 3.257.780 
5267;MB7705;MODA UNIVERSO 2026 1;200;252;15/03/2026;No;0;252;DIAGO  ANA ZORAIDA;25-mar-26;09-abr-26;CONFECCION;0;252;BLUSAS;MODAFRESCA;DAMA;NA; $ 32.990 ; $ 13.321 ; $ 11.776 ; $ 3.240.090 
5268;MB7679;MODA UNIVERSO 2026 1;305;320;15/03/2026;No;0;320;MARTINEZ RODAS FRANCY ELENA;18-mar-26;17-abr-26;CONFECCION;0;320;BLUSAS;MODAFRESCA;DAMA;NA; $ 49.990 ; $ 20.736 ; $ 18.331 ; $ 6.404.640 
5270;MB7663;MODA UNIVERSO 2026 1;205;200;25/03/2026;No;0;200;GIRALDO MEDINA SANDRA YANETH;06-abr-26;24-abr-26;CONFECCION;0;200;BLUSAS;MODAFRESCA;DAMA;NA; $ 42.990 ; $ 17.848 ; $ 15.777 ; $ 3.445.340 
5271;IC8009;LINEA UNIVERSO;292;288;16/03/2026;No;0;288;VILLALTA PEREZ NEICHAR SOLANGY;18-mar-26;30-mar-26;CONFECCION;0;288;TRAJE_DE_BAÑO;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 16.463 ; $ 14.553 ; $ 4.576.320 
5272;IC8010;LINEA UNIVERSO;292;297;16/03/2026;No;0;297;VILLALTA PEREZ NEICHAR SOLANGY;18-mar-26;30-mar-26;CONFECCION;0;297;SHORT;INTIMA;DAMA;PUNTO; $ 29.990 ; $ 11.394 ; $ 10.072 ; $ 3.266.228 
