OP;Ref;Coleccion;UndProg;UndCort;FechaCorte;Estado de integracion;Bodega Despacho;InvPlanta;NombrePlanta;FSalidaConf;FEntregaConf;Proceso;InvBPT;Saldo BPT;Descripcion;Cuento;Genero;Tipo Tejido; pvp ; TEMPLO DE LA MODA ; BARRANCA ; VALOR FACTURACION  
372;MS0355;MODA UNIVERSO 2025;306;306;23/04/2025;No;0;306;ARANGO HIDALGO MARTA ISABEL;22-may-25;05-jun-25;CONFECCION;0;306;SHORT;MODAFRESCA;DAMA;PLANO; $ 39.900 ; $ 17.606 ; $ 15.563 ; $ 5.199.889 
490;U24050;MODA UNIVERSO 2025;228;202;15/09/2025;No;0;202;NARVAEZ URBANO WILDER MAURICIO;25-mar-26;20-abr-26;CONFECCION;0;202;PANTALONETAS;URBANO;HOMBRE;PUNTO; $ 59.990 ; $ 28.644 ; $ 25.321 ; $ 5.584.714 
560;808801;LINEA UNIVERSO;216;216;06/05/2025;No;0;216;QUINTERO ISAZA DANIER;18-mar-26;20-abr-26;CONFECCION;0;216;BLUSAS;BASICO;DAMA;PUNTO; $ 42.900 ; $ 18.616 ; $ 16.456 ; $ 3.881.088 
570;UN0930;MODA UNIVERSO 2025;210;230;23/05/2025;No;0;230;IBARGUEN MERCADO GLORIA INES;18-mar-26;30-abr-26;CONFECCION;0;230;PANTALONETAS;DEPORTIVO;NIÑO;PUNTO; $ 42.900 ; $ 19.478 ; $ 17.219 ; $ 4.324.069 
593;MB7064;MODA UNIVERSO 2025;208;224;07/05/2025;No;0;5;MENDEZ CANO MARIA EDENY;27-ene-26;10-feb-26;CONFECCION;224;0;CAMISERAS;MODAFRESCA;DAMA;PLANO; $ 65.900 ; $ 28.187 ; $ 24.917 ; $ -   
771;MS0385;MODA UNIVERSO 2025;300;238;22/05/2025;No;0;238;MORALES  CLAUDIA GIOVANA;30-jul-25;13-ago-25;CONFECCION;0;238;FALDAS;MODAFRESCA;DAMA;PLANO; $ 49.900 ; $ 18.435 ; $ 16.296 ; $ 4.234.805 
794;803004;LINEA UNIVERSO;51;51;24/05/2025;Ok;51;0;;;;;0;51;BLUSAS;BASICO;DAMA;PUNTO; $ 9.900 ; $ 4.465 ; $ 3.947 ; $ 219.790 
1000;GC8014;LINEA UNIVERSO;166;166;25/06/2025;0;0;1;CORREDOR CAÑON MANUEL ANTONIO;17-jul-25;30-jul-25;CONFECCION;165;1;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 9.857 
1488;MS0397;MODA UNIVERSO 2025;336;384;27/06/2025;No;0;384;RODRIGUEZ ESCOBAR LEYDI JOHANA;26-ene-26;04-mar-26;CONFECCION;0;384;FALDAS;MODAFRESCA;DAMA;PLANO; $ 69.900 ; $ 32.003 ; $ 28.291 ; $ 11.861.530 
1689;MS0391;MODA UNIVERSO 2025;240;181;07/07/2025;No;0;181;PINO DEL CARMEN MARIA LOURDES;05-feb-26;18-feb-26;CONFECCION;0;181;FALDAS;MODAFRESCA;DAMA;PLANO; $ 62.900 ; $ 24.576 ; $ 21.725 ; $ 4.293.447 
1849;U24081;MODA UNIVERSO 2025;336;351;29/07/2025;No;0;0;;;;;351;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 33.900 ; $ 15.808 ; $ 13.974 ; $ -   
1962;805500;MODA UNIVERSO 2025;490;330;26/07/2025;No;330;0;;;;;0;330;TOP CROP;MODAFRESCA;DAMA;PUNTO; $ 26.900 ; $ 10.750 ; $ 9.815 ; $ 3.454.935 
1963;805504;MODA UNIVERSO 2025;490;330;26/07/2025;No;330;0;;;;;0;330;TOP CROP;MODAFRESCA;DAMA;PUNTO; $ 26.990 ; $ 8.635 ; $ 7.633 ; $ 2.750.352 
2186;MS0403;MODA UNIVERSO 2025;306;288;08/08/2025;No;0;288;MORALES  CLAUDIA GIOVANA;05-nov-25;09-dic-25;CONFECCION;0;288;FALDAS;MODAFRESCA;DAMA;PUNTO; $ 69.900 ; $ 31.622 ; $ 27.954 ; $ 8.790.221 
2382;DD3001;LINEA UNIVERSO;8;8;05/08/2025;Ok;8;0;;;;;0;8;PANTALONETA PROMOCIO;DEPORTIVO;NIÑO;PUNTO; $ 37.990 ; $ 17.024 ; $ 15.050 ; $ 131.454 
2419;MS0514;MODA UNIVERSO 2025;360;320;14/08/2025;No;0;1;MAGIN ZAPATA SORELENA;18-dic-25;23-dic-25;CONFECCION;320;0;BERMUDAS;MODAFRESCA;DAMA;PLANO; $ 54.990 ; $ 23.473 ; $ 20.750 ; $ -   
2575;U24214;MODA UNIVERSO 2025;217;189;27/08/2025;No;189;0;;;;;0;189;CONJUNTOS;DEPORTIVO;DAMA;PUNTO; $ 67.900 ; $ 29.608 ; $ 26.173 ; $ 5.401.148 
2609;805941;MODA UNIVERSO 2025;270;265;27/08/2025;No;0;265;NOSCUE VITONAS MARLENY;24-mar-26;13-abr-26;CONFECCION;0;265;CHALECOS;BASICO;DAMA;PLANO; $ 42.900 ; $ 16.665 ; $ 14.732 ; $ 4.262.552 
2636;MB6780;MODA UNIVERSO 2025;384;396;05/09/2025;No;0;396;CATUCHE ACOSTA ANGELA YOHANA;10-abr-26;07-may-26;CONFECCION;0;396;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 59.900 ; $ 25.244 ; $ 22.316 ; $ 9.648.778 
2708;D21474;MODA UNIVERSO 2025;616;664;02/09/2025;No;0;664;GOMEZ VALENCIA LUZ ENEIDA;24-mar-26;08-abr-26;CONFECCION;0;664;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 34.900 ; $ 13.799 ; $ 12.198 ; $ 8.843.617 
2709;D21474;MODA UNIVERSO 2025;608;648;03/09/2025;No;0;648;BECERRA RODRIGUEZ OSCAR;27-mar-26;27-mar-26;CONFECCION;0;648;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 34.900 ; $ 13.799 ; $ 12.198 ; $ 8.630.518 
2882;U24207;MODA UNIVERSO 2025;420;525;15/09/2025;No;0;522;FLOY  ELIZABETH;13-abr-26;24-abr-26;TRANSFER;0;525;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 42.900 ; $ 19.811 ; $ 17.513 ; $ 10.038.840 
2891;U24149;MODA UNIVERSO 2025;378;392;15/09/2025;No;0;392;GIRALDO CANO MILENA DEL CARMEN;14-feb-26;13-mar-26;CONFECCION;0;392;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 44.900 ; $ 19.122 ; $ 16.904 ; $ 7.234.987 
2950;805491;MODA UNIVERSO 2025;420;516;16/09/2025;No;0;516;CUERO ROJAS JENNIFER;19-mar-26;22-abr-26;CONFECCION;0;516;BLUSAS;BASICO;DAMA;PLANO; $ 52.900 ; $ 20.724 ; $ 18.320 ; $ 10.321.445 
2981;MB6806;MODA UNIVERSO 2025;312;294;07/10/2025;No;0;294;PASICHANA AHUMADA RUBY MILENA;08-abr-26;22-abr-26;CONFECCION;0;294;BLUSAS;MODAFRESCA;DAMA;PLANO; $ 59.900 ; $ 22.591 ; $ 19.971 ; $ 6.410.670 
2983;806106;MODA UNIVERSO 2025;350;355;29/09/2025;No;0;2;LANCHEROS ORTIZ BEATRIZ HELENA;14-oct-25;31-oct-25;CONFECCION;355;0;BLUSAS;BASICO;DAMA;PLANO; $ 39.900 ; $ 15.433 ; $ 13.642 ; $ -   
3026;MB2807;MODA UNIVERSO 2025;600;396;13/01/2026;No;0;396;TORRES RESTREPO DAYANARA;13-abr-26;24-abr-26;ESTAMPADO;0;396;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 32.900 ; $ 15.244 ; $ 13.476 ; $ 5.826.586 
3028;D21457;FIN DE AÑO;315;206;08/10/2025;No;0;1;MORALES  CLAUDIA GIOVANA;26-ene-26;04-mar-26;CONFECCION;206;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 56.900 ; $ 24.904 ; $ 22.015 ; $ -   
3036;D21463;MODA UNIVERSO 2025;288;284;23/10/2025;No;0;284;ZAPATA CARDONA YAZET;05-mar-26;14-abr-26;CONFECCION;0;284;CONJUNTOS;DEPORTIVO;HOMBRE;PLANO; $ 89.900 ; $ 43.287 ; $ 38.265 ; $ 11.865.634 
3050;U24217;MODA UNIVERSO 2025;46;46;13/09/2025;Ok;46;0;;;;;0;46;SHORT;DEPORTIVO;DAMA;PUNTO; $ 26.900 ; $ 11.156 ; $ 9.862 ; $ 495.319 
3137;DD0013;LINEA UNIVERSO;390;395;27/02/2026;Ok;395;0;;;;;0;395;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.767.988 
3139;DD0013;LINEA UNIVERSO;330;360;03/03/2026;Ok;360;0;;;;;0;360;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.256.900 
3140;DD0013;LINEA UNIVERSO;360;406;05/03/2026;Ok;406;0;;;;;0;406;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.928.615 
3141;DD0013;LINEA UNIVERSO;370;418;06/03/2026;Ok;418;0;;;;;0;418;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 6.103.845 
3142;DD0013;LINEA UNIVERSO;360;407;06/03/2026;Ok;407;0;;;;;0;407;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.943.218 
3143;DD0013;LINEA UNIVERSO;380;345;06/03/2026;No;0;345;VANEGAS ZUÑIGA DAGO;13-abr-26;21-abr-26;CONFECCION;0;345;PANTALONETA PROMOCIO;BOGOTA;HOMBRE;PUNTO; $ 37.900 ; $ 15.129 ; $ 13.374 ; $ 5.037.863 
3147;U24354;MODA UNIVERSO 2025;357;469;14/11/2025;No;0;469;RESTREPO ARIAS MAURICIO;18-mar-26;24-abr-26;CONFECCION;0;469;PANTALONETAS;DEPORTIVO;HOMBRE;PUNTO; $ 36.900 ; $ 16.161 ; $ 14.286 ; $ 7.315.697 
3159;U24320;MODA UNIVERSO 2025;385;321;14/10/2025;No;0;321;BOTINA GUERRERO VIVIANA JIMENA;30-mar-26;10-abr-26;TRANSFER;0;321;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 39.900 ; $ 17.229 ; $ 15.230 ; $ 5.338.005 
3305;GB0038;LINEA UNIVERSO;660;744;30/09/2025;No;0;2;CORREDOR CAÑON MANUEL ANTONIO;06-oct-25;28-nov-25;CONFECCION;744;0;BLUSAS PROMOCION;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.477 ; $ 11.933 ; $ -   
3357;MD0511;MODA UNIVERSO 2025;540;504;07/10/2025;No;0;504;ARANGO CABRERA ELIZABETH;21-ene-26;09-feb-26;CONFECCION;0;504;BODYS;MODAFRESCA;DAMA;PUNTO; $ 59.900 ; $ 18.499 ; $ 16.353 ; $ 8.999.021 
3363;MD0514;MODA UNIVERSO 2025;486;514;07/10/2025;No;0;514;QUINTERO ISAZA DANIER;21-ene-26;06-feb-26;CONFECCION;0;514;BODYS;MODAFRESCA;DAMA;PUNTO; $ 59.900 ; $ 20.834 ; $ 18.417 ; $ 10.335.975 
3365;U23579;MODA UNIVERSO 2025;375;469;19/12/2025;No;0;469;ZAPATA CARDONA YAZET;09-feb-26;09-mar-26;CONFECCION;0;469;CONJUNTOS;URBANO;HOMBRE;PUNTO; $ 79.900 ; $ 37.991 ; $ 33.584 ; $ 17.197.714 
3399;U24364;MODA UNIVERSO 2025;413;415;14/10/2025;No;0;415;HERNANDEZ PORTELA DANIEL ALEJANDRO;28-ene-26;28-feb-26;CONFECCION;0;415;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 49.900 ; $ 20.003 ; $ 17.683 ; $ 8.012.405 
3423;120365;MODA UNIVERSO 2025;300;317;08/10/2025;No;0;317;MORALES  CLAUDIA GIOVANA;05-nov-25;09-dic-25;CONFECCION;0;317;FALDAS;BASICO;DAMA;PLANO; $ 59.900 ; $ 23.925 ; $ 21.150 ; $ 7.320.323 
3450;805220;LINEA UNIVERSO;25;25;01/10/2025;Ok;25;0;;;;;0;25;BLUSAS;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 12.502 ; $ 11.052 ; $ 301.675 
3453;GC8014;LINEA UNIVERSO;114;114;01/10/2025;No;0;0;;;;;0;114;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 1.123.698 
3454;809325;LINEA UNIVERSO;7;7;01/10/2025;Ok;7;0;;;;;0;7;BLUSAS;BASICO;DAMA;PUNTO; $ 32.990 ; $ 8.854 ; $ 7.827 ; $ 59.821 
3455;805220;LINEA UNIVERSO;3;3;01/10/2025;Ok;3;0;;;;;0;3;BLUSAS;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 12.502 ; $ 11.052 ; $ 36.201 
3457;P30254;LINEA UNIVERSO;372;370;04/10/2025;No;370;0;;;;;0;370;PANTALONES;ESPECIALES;HOMBRE;INDIGO; $ 69.900 ; $ 29.541 ; $ 26.156 ; $ 10.554.435 
3458;P30254;LINEA UNIVERSO;372;360;04/10/2025;No;0;360;GONZALEZ GONZALEZ ELVA ROSA;28-ene-26;27-feb-26;CONFECCION;0;360;PANTALONES;ESPECIALES;HOMBRE;INDIGO; $ 69.900 ; $ 29.541 ; $ 26.156 ; $ 10.269.180 
3459;P30254;LINEA UNIVERSO;426;434;04/10/2025;No;0;434;GAVIRIA VARGAS LEYDY JOHANA;22-ene-26;27-feb-26;CONFECCION;0;434;PANTALONES;ESPECIALES;HOMBRE;INDIGO; $ 69.900 ; $ 29.541 ; $ 26.156 ; $ 12.380.067 
3480;D21457;FIN DE AÑO;420;364;09/10/2025;No;0;0;;;;;364;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 56.900 ; $ 24.904 ; $ 22.015 ; $ -   
3497;MB6027;MODA UNIVERSO 2025;336;352;09/10/2025;No;0;352;ARAGON LEON CLARA ROSA;04-feb-26;04-mar-26;CONFECCION;0;352;TOP CROP;MODAFRESCA;DAMA;PLANO; $ 29.900 ; $ 13.876 ; $ 12.266 ; $ 4.714.336 
3501;GC8014;LINEA UNIVERSO;86;86;04/10/2025;No;0;0;;;;;0;86;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 847.702 
3502;GC8014;LINEA UNIVERSO;90;90;04/10/2025;No;90;0;;;;;0;90;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 887.130 
3505;GC8014;LINEA UNIVERSO;84;84;04/10/2025;No;0;0;;;;;0;84;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 827.988 
3507;GC8014;LINEA UNIVERSO;54;54;04/10/2025;No;54;0;;;;;0;54;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 532.278 
3526;U24384;MODA UNIVERSO 2025;588;434;13/11/2025;No;0;434;HERNANDEZ PORTELA DANIEL ALEJANDRO;28-ene-26;06-mar-26;CONFECCION;0;434;PANTALONETAS;DEPORTIVO;HOMBRE;PUNTO; $ 42.900 ; $ 18.737 ; $ 16.564 ; $ 7.848.933 
3566;GC8014;LINEA UNIVERSO;82;82;06/10/2025;No;82;0;;;;;0;82;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 808.274 
3604;GC8014;LINEA UNIVERSO;46;46;07/10/2025;No;0;46;GUZMAN MORALES LINA MARCELA;21-ene-26;30-ene-26;CONFECCION;0;46;CAMISILLA;BOGOTA;NIÑO;PUNTO; $ 26.900 ; $ 10.208 ; $ 9.038 ; $ 453.422 
3606;805220;LINEA UNIVERSO;4;4;07/10/2025;Ok;4;0;;;;;0;4;BLUSAS;INTIMA;DAMA;PUNTO; $ 39.900 ; $ 12.502 ; $ 11.052 ; $ 48.268 
3639;U24366;MODA UNIVERSO 2025;224;224;28/10/2025;No;0;224;MONTOYA VARGAS YENNY FERNANDA;19-mar-26;17-abr-26;BORDADO;0;224;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 45.900 ; $ 19.637 ; $ 17.359 ; $ 4.245.606 
3651;U24376;MODA UNIVERSO 2025;343;350;28/10/2025;No;0;350;KIUTTY BEAUTTY S.A.S;21-ene-26;04-feb-26;ESTAMPADO;0;350;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 46.900 ; $ 20.435 ; $ 18.064 ; $ 6.903.295 
3695;MP3621;MODA UNIVERSO 2025;240;496;13/12/2025;No;0;496;CONFECCIONES SMYK S.A.S.;06-abr-26;17-abr-26;CONFECCION;0;496;JOGGERS;MODAFRESCA;DAMA;PUNTO; $ 79.900 ; $ 36.768 ; $ 32.503 ; $ 17.602.296 
3718;U24302;LINEA UNIVERSO;399;275;27/11/2025;No;0;275;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;18-mar-26;03-abr-26;ESTAMPADO;0;275;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 49.900 ; $ 22.103 ; $ 19.539 ; $ 5.866.795 
3732;GB0065;MODA UNIVERSO 2025;588;600;27/10/2025;No;0;600;AGUDELO REY DIANA PATRICIA;18-mar-26;31-mar-26;CONFECCION;0;600;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.776 ; $ 12.197 ; $ 7.981.380 
3736;GB4020;LINEA UNIVERSO;630;630;27/11/2025;No;0;1;POWERTEX S.A.S;17-mar-26;17-mar-26;CONFECCION;0;630;BLUSAS PROMOCION;BOGOTA;NIÑA;PUNTO; $ 29.990 ; $ 13.332 ; $ 11.805 ; $ 8.110.557 
3737;GB4020;LINEA UNIVERSO;675;705;29/11/2025;No;0;705;CONDE BALCAZAR ANA GLORIA;16-mar-26;03-abr-26;ESTAMPADO;0;705;BLUSAS PROMOCION;BOGOTA;NIÑA;PUNTO; $ 29.990 ; $ 13.332 ; $ 11.805 ; $ 9.076.100 
3741;GB4020;LINEA UNIVERSO;840;900;29/11/2025;No;0;1;POWERTEX S.A.S;17-mar-26;17-mar-26;CONFECCION;0;900;BLUSAS PROMOCION;BOGOTA;NIÑA;PUNTO; $ 29.990 ; $ 13.332 ; $ 11.805 ; $ 11.586.510 
3868;U24237;MODA UNIVERSO 2025;336;413;15/01/2026;No;0;413;BEDOYA MARY LUZ;27-feb-26;23-mar-26;CONFECCION;0;413;PANTALONETAS;URBANO;HOMBRE;PUNTO; $ 52.900 ; $ 22.896 ; $ 20.240 ; $ 9.126.970 
3869;UN0996;MODA UNIVERSO 2025;216;260;13/01/2026;No;0;260;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;20-feb-26;27-feb-26;ESTAMPADO;0;260;BUSOS;URBANO;NIÑO;PUNTO; $ 59.900 ; $ 24.354 ; $ 21.529 ; $ 6.111.690 
3881;100005;MODA UNIVERSO 2025;335;180;12/02/2026;No;0;180;PEREZ CORTEZ LEIDY NATHALIA;18-feb-26;09-mar-26;CONFECCION;0;180;COBIJAS;BASICO;0;PUNTO; $ 45.900 ; $ 26.501 ; $ 23.427 ; $ 4.604.184 
3909;805282;LINEA UNIVERSO;252;324;26/01/2026;No;0;324;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;21-feb-26;28-feb-26;ESTAMPADO;0;324;BUSOS;BASICO;DAMA;PUNTO; $ 52.900 ; $ 19.063 ; $ 16.852 ; $ 5.961.503 
3910;805282;LINEA UNIVERSO;264;234;23/01/2026;No;0;234;ORGANIZACION MERCANTIL DE COLOMBIA ZOMAC S.A.S;02-mar-26;13-mar-26;ESTAMPADO;0;234;BUSOS;BASICO;DAMA;PUNTO; $ 52.900 ; $ 19.063 ; $ 16.852 ; $ 4.305.530 
3911;GB0065;MODA UNIVERSO 2025;600;591;27/11/2025;No;0;591;CORREDOR CAÑON MANUEL ANTONIO;23-dic-25;30-ene-26;CONFECCION;0;591;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.776 ; $ 12.197 ; $ 7.861.659 
3913;GB0065;MODA UNIVERSO 2025;576;648;29/11/2025;No;0;648;CORREDOR CAÑON MANUEL ANTONIO;23-dic-25;30-ene-26;CONFECCION;0;648;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.776 ; $ 12.197 ; $ 8.619.890 
3914;GB0065;MODA UNIVERSO 2025;600;480;29/11/2025;No;0;480;CORREDOR CAÑON MANUEL ANTONIO;23-dic-25;30-ene-26;CONFECCION;0;480;BLUSAS;BOGOTA;DAMA;PUNTO; $ 29.900 ; $ 13.776 ; $ 12.197 ; $ 6.385.104 
3942;MB7478;MODA UNIVERSO 2025;324;318;14/12/2025;No;0;0;;;;;0;318;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 32.990 ; $ 14.404 ; $ 12.733 ; $ 4.421.059 
3943;MV2628;MODA UNIVERSO 2025;180;212;14/12/2025;No;0;0;;;;;0;212;VESTIDOS;MODAFRESCA;DAMA;PUNTO; $ 59.990 ; $ 24.888 ; $ 22.001 ; $ 5.092.643 
3946;U24409;MODA UNIVERSO 2025;228;260;19/12/2025;No;0;260;ZULUAGA PULGARIN ISABEL CRISTINA;07-abr-26;24-abr-26;CONFECCION;0;260;CONJUNTOS;URBANO;DAMA;PUNTO; $ 82.990 ; $ 37.704 ; $ 33.330 ; $ 9.461.868 
4023;U23863;LINEA UNIVERSO;504;432;03/12/2025;No;0;432;JAIMEGO SAS;13-feb-26;06-mar-26;CONFECCION;0;432;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 47.990 ; $ 22.991 ; $ 20.324 ; $ 9.586.469 
4035;U23862;LINEA UNIVERSO;408;440;29/11/2025;No;0;440;JAIMEGO SAS;13-feb-26;13-mar-26;CONFECCION;0;440;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 49.990 ; $ 23.334 ; $ 20.627 ; $ 9.909.636 
4036;U23867;LINEA UNIVERSO;504;496;24/12/2025;No;0;496;MEZU SOLIS MARLEN YADIRA;19-mar-26;10-abr-26;CONFECCION;0;496;PANTALONETAS;DEPORTIVO;HOMBRE;PUNTO; $ 52.990 ; $ 23.904 ; $ 21.131 ; $ 11.443.762 
4037;U23897;MODA UNIVERSO 2025;416;342;29/11/2025;No;0;342;JAIMEGO SAS;13-feb-26;23-mar-26;CONFECCION;0;342;PANTALONETAS;DEPORTIVO;HOMBRE;PLANO; $ 52.990 ; $ 24.268 ; $ 21.453 ; $ 8.010.837 
4055;U24363;MODA UNIVERSO 2025;304;293;24/11/2025;No;0;293;HERNANDEZ PORTELA DANIEL ALEJANDRO;28-ene-26;12-mar-26;CONFECCION;0;293;SUDADERA;DEPORTIVO;HOMBRE;PLANO; $ 56.990 ; $ 25.451 ; $ 22.499 ; $ 7.197.662 
4058;MB7635;MODA UNIVERSO 2025;200;215;05/12/2025;No;0;215;LANCHEROS ORTIZ BEATRIZ HELENA;21-feb-26;06-mar-26;CONFECCION;0;215;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 36.990 ; $ 15.665 ; $ 13.848 ; $ 3.250.779 
4062;MB7642;MODA UNIVERSO 2025;228;185;14/11/2025;No;0;185;TEXTILES Y CREACIONES UNIVERSO SAS;18-nov-25;04-dic-25;CONFECCION;0;185;BLUSAS;MODAFRESCA;DAMA;PUNTO; $ 29.990 ; $ 8.294 ; $ 7.332 ; $ 1.480.999 
4088;GC8037;LINEA UNIVERSO;115;115;18/11/2025;No;0;114;VARGAS CRUZ JHON ALEXANDER;14-mar-26;31-mar-26;ESTAMPADO;0;115;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 29.990 ; $ 12.991 ; $ 11.484 ; $ 1.441.974 
4128;GP0006;LINEA UNIVERSO;384;376;02/12/2025;No;0;1;ALBAN CERON LUZ JENNY;24-dic-25;13-ene-26;CONFECCION;376;0;PIJAMAS;BOGOTA;DAMA;PUNTO; $ 34.990 ; $ 16.351 ; $ 14.478 ; $ -   
4170;803055;LINEA UNIVERSO;4;4;28/11/2025;Ok;4;0;;;;;0;4;BLUSAS;BASICO;DAMA;PUNTO; $ 12.900 ; $ 7.815 ; $ 6.895 ; $ 30.156 
4173;GC8037;LINEA UNIVERSO;261;261;28/11/2025;No;0;261;VARGAS CRUZ JHON ALEXANDER;14-mar-26;31-mar-26;ESTAMPADO;0;261;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 29.990 ; $ 12.991 ; $ 11.484 ; $ 3.272.653 
4178;GC8037;LINEA UNIVERSO;65;65;28/11/2025;No;0;65;VARGAS CRUZ JHON ALEXANDER;14-mar-26;31-mar-26;ESTAMPADO;0;65;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 29.990 ; $ 12.991 ; $ 11.484 ; $ 815.029 
4180;U24324;MODA UNIVERSO 2025;399;514;06/12/2025;No;0;513;TORRES RESTREPO DAYANARA;06-abr-26;30-abr-26;ESTAMPADO;0;514;CAMISETAS;URBANO;HOMBRE;PUNTO; $ 45.900 ; $ 20.999 ; $ 18.563 ; $ 10.417.855 
4199;S11145;MODA UNIVERSO 2025;504;538;03/12/2025;No;0;2;G & H DENIM TEX S.A.S;03-dic-25;05-ene-26;CONFECCION;538;0;BERMUDAS;ESPECIALES;DAMA;INDIGO; $ 69.990 ; $ 35.652 ; $ 31.567 ; $ -   
4204;U24436;MODA UNIVERSO 2025;414;390;10/12/2025;No;0;390;HERNANDEZ PORTELA DANIEL ALEJANDRO;28-ene-26;17-mar-26;CONFECCION;0;390;PANTALONETAS;DEPORTIVO;HOMBRE;PUNTO; $ 46.990 ; $ 21.548 ; $ 19.048 ; $ 8.111.220 
4205;U24456;MODA UNIVERSO 2025;200;224;10/12/2025;No;0;224;IBARGUEN MERCADO GLORIA INES;18-feb-26;24-mar-26;CONFECCION;0;224;SUDADERA;DEPORTIVO;HOMBRE;PUNTO; $ 64.990 ; $ 29.937 ; $ 26.464 ; $ 6.472.502 
4222;GC8037;LINEA UNIVERSO;273;273;04/12/2025;No;0;273;VARGAS CRUZ JHON ALEXANDER;14-mar-26;31-mar-26;ESTAMPADO;0;273;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 29.990 ; $ 12.991 ; $ 11.484 ; $ 3.423.120 
4225;GC8037;LINEA UNIVERSO;80;80;04/12/2025;No;0;80;VARGAS CRUZ JHON ALEXANDER;14-mar-26;31-mar-26;ESTAMPADO;0;80;CAMISETAS;BOGOTA;HOMBRE;PUNTO; $ 29.990 ; $ 12.991 ; $ 11.484 ; $ 1.003.112 
4235;601110;MODA UNIVERSO 2025;198;216;14/12/2025;No;0;216;RAMIREZ HIGUITA GLORIA INES;08-abr-26;24-abr-26;BOTON;0;216;BERMUDAS;BASICO;DAMA;PLANO; $ 46.990 ; $ 20.857 ; $ 18.438 ; $ 4.348.361 
4258;D21366;LINEA UNIVERSO;680;696;14/12/2025;No;0;2;NIETO HOYOS YANIT;16-ene-26;03-feb-26;CONFECCION;696;0;CAMISETAS;DEPORTIVO;HOMBRE;PUNTO; $ 37.990 ; $ 22.290 ; $ 19.704 ; $ -   
4282;U24517;MODA UNIVERSO 2025;195;220;13/01/2026;No;0;220;CONFECCIONES SMYK S.A.S.;06-abr-26;17-abr-26;CONFECCION;0;220;PANTALONETAS;URBANO;HOMBRE;PUNTO; $ 59.990 ; $ 27.703 ; $ 24.490 ; $ 5.882.602 
